skill,groupName,subGroupName,count,score,digital_assign,mod,lv.mod,order
Legal research software,Technologies,Information retrieval or search software,43,198.047443114736,1,General office,Workforce digital skills,6
Legal software,Technologies,Expert system software,1224,168.38901023173798,1,General office,Workforce digital skills,6
LexisNexis,Technologies,Information retrieval or search software,345,137.1032222012191,1,Business and management,Workforce digital skills,6
Life preservers,Tools and Equipment,Miscellaneous or unclassified,22,206.1476019997099,1,Sales and merchandising,Workforce digital skills,6
LINDO,Technologies,Analytical or scientific software,48,352.20666698224704,1,Sales and merchandising,Workforce digital skills,6
Liquid nitrogen freezers,Tools and Equipment,Miscellaneous or unclassified,3,25.6494733747416,1,Communication and interaction,Workforce digital skills,6
Listserv software,Technologies,Electronic mail software,156,134.41669213098544,1,General office,Workforce digital skills,6
Litigation management software,Technologies,Analytical or scientific software,22,148.77152489636052,1,General office,Workforce digital skills,6
Litigation support software,Technologies,Analytical or scientific software,110,208.36419001006917,1,Sales and merchandising,Workforce digital skills,6
Load Link,Technologies,Materials requirements planning logistics and supply chain software,986,92.72706165437262,1,Sales and merchandising,Workforce digital skills,6
Loan origination software,Technologies,Financial analysis software,110,134.66987420506325,1,Communication and interaction,Workforce digital skills,6
Logger software,Technologies,Data base user interface and query software,1,228.077172199594,1,Sales and merchandising,Workforce digital skills,6
Lorenz DocuBridge,Technologies,Document management software,5,100.832420068311,1,Sales and merchandising,Workforce digital skills,6
Macros,Technologies,Object or component oriented development software,9541,94.75401434892427,1,High-tech,Workforce digital skills,6
Magma,Technologies,Analytical or scientific software,205,174.24520272203034,1,Communication and interaction,Workforce digital skills,6
Magnehelic gauges,Tools and Equipment,Miscellaneous or unclassified,10,14.2911966005291,1,Sales and merchandising,Workforce digital skills,6
Mainsaver Asset Management,Technologies,Facilities management software,22,171.09871997390263,1,Trades,Workforce digital skills,6
Maintenance management software,Technologies,Facilities management software,1269,162.7797762071525,1,Trades,Workforce digital skills,6
Maintenance planning software,Technologies,Facilities management software,103,190.2489161045713,1,Trades,Workforce digital skills,6
Maintenance reporting software,Technologies,Facilities management software,37,99.35305547628876,1,General office,Workforce digital skills,6
Maintenance scheduling software,Technologies,Calendar and scheduling software,60,188.89997890234716,1,Trades,Workforce digital skills,6
Maintenance software,Technologies,Enterprise resource planning ERP software,3412,169.16386832608123,1,Trades,Workforce digital skills,6
Maintenance tracking software,Tools and Equipment,Miscellaneous or unclassified,176,154.45909057645466,1,Trades,Workforce digital skills,6
Manhattan Scale,Technologies,Materials requirements planning logistics and supply chain software,140,115.83529464609646,1,General office,Workforce digital skills,6
Manufacturing execution system MES,Technologies,Industrial control software,124,107.0605209634941,1,High-tech,Workforce digital skills,6
Manufacturing reporting system,Technologies,Inventory management software,3,104.467637571496,1,Business and management,Workforce digital skills,6
Manufacturing resource planning MRP software,Technologies,Enterprise resource planning ERP software,5,104.336287301857,1,Business and management,Workforce digital skills,6
Marketo Marketing Automation,Technologies,Sales and marketing software,93,86.2713614873228,1,Business and management,Workforce digital skills,6
MarketSharp,Technologies,Customer relationship management CRM software,7,183.28417836218676,1,High-tech,Workforce digital skills,6
MasterControl software,Technologies,Compliance software,49,102.34002113416274,1,Business and management,Workforce digital skills,6
MASterMind,Technologies,Expert system software,1218,193.88955698307666,1,Sales and merchandising,Workforce digital skills,6
MasterPlan,Technologies,Financial analysis software,240,135.1983043483307,1,Business and management,Workforce digital skills,6
Material safety data sheet MSDS software,Technologies,Compliance software,17,177.68607577233354,1,General office,Workforce digital skills,6
Materials management software,Technologies,Inventory management software,135,284.90716620773713,1,Business and management,Workforce digital skills,6
Materials requirement planning MRP software,Technologies,Materials requirements planning logistics and supply chain software,1250,148.9081894931946,1,Business and management,Workforce digital skills,6
Mavenlink,Technologies,Project management software,291,113.84802250448381,1,Business and management,Workforce digital skills,6
Maxima,Technologies,Analytical or scientific software,100,230.7569729792409,1,Sales and merchandising,Workforce digital skills,6
Meals Plus,Technologies,Data base user interface and query software,63,376.4990204923152,1,Sales and merchandising,Workforce digital skills,6
Measure Square,Technologies,Project management software,25,237.7778943420842,1,Sales and merchandising,Workforce digital skills,6
Medical billing software,Technologies,Accounting software,75,155.0141950161214,1,General office,Workforce digital skills,6
Medical records software,Technologies,Medical software,260,184.78029802260798,1,Sales and merchandising,Workforce digital skills,6
MEDITECH software,Technologies,Medical software,12607,207.99700060573238,1,General office,Workforce digital skills,6
Membership databases,Technologies,Data base user interface and query software,133,133.51552512483013,1,General office,Workforce digital skills,6
Meter reading software,Technologies,Data base reporting software,17,155.1142339586391,1,General office,Workforce digital skills,6
Microsoft Access,Technologies,Data base user interface and query software,74836,147.65938457615115,1,General office,Workforce digital skills,6
Microsoft Axapta,Technologies,Enterprise resource planning ERP software,40,163.71953536512058,1,Communication and interaction,Workforce digital skills,6
Microsoft Dynamics,Technologies,Enterprise resource planning ERP software,17051,114.68005063654388,1,High-tech,Workforce digital skills,6
Microsoft Dynamics AX,Technologies,Enterprise resource planning ERP software,2115,121.78812486130289,1,High-tech,Workforce digital skills,6
Microsoft Dynamics CRM,Technologies,Customer relationship management CRM software,3014,80.74789696302534,1,High-tech,Workforce digital skills,6
Microsoft Dynamics ERP,Technologies,Enterprise resource planning ERP software,657,122.77284849681743,1,High-tech,Workforce digital skills,6
Microsoft Dynamics GP,Technologies,Enterprise resource planning ERP software,1346,129.39142201878516,1,High-tech,Workforce digital skills,6
